id,name,lat_new,long_new,located in,the_geom,cartodb_id,chgis_id,altname_wylie,name_ch,name_py,town_ch,town_py,town_syl,gbcnty,cnty_ch,cnty_py,gbdist,dist_py,prov_py,orig_file,lat_old,long_old,gbtown_from_lex,gis_id_from_lex,name_wylie_from_lex,gbtown_from_tbrc,gis_id_from_tbrc,wylie_name_from_karl,normalized_wylie_name_tbrc,county,tbrc_county_g_,tbrc_county_notes,tbrc_site_g_,tbrc_site_notes,alternative_wylie_name,tbrc_phonetic,phonetic,primary_chinese_cha,alternative_chinese_cha,pinyin_name,founding,sect,gonpa_per_1000_sq_km,gonpa_per_ecumen,conv_date_1,conv_sect_1,conv_date_2,conv_sect_2,notes,problems
G2442,ya cha dgon/,,,chu shur rdzong /; 曲水县; Chushur County; mnyes thang shang (chu shur rdzong),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR1872,bkra shis rab brtan dgon/; 扎西绕登寺,29.23333,94.06667,Menling County; smin gling rdzong /; 米林县,0101000020E6100000F5673F5244845740F92CCF83BB3B3D40,1430.0,1872.0,,扎西绕登寺,Zhaxiraodeng si,扎绕乡,Zharao xiang,Zha Rao Xiang,542623.0,米林县,Milin Xian,5426.0,Nyingchi Diqu,Xizang,Kham_Lex_20120621,29.23333,94.06667,542623202.0,557.0,,542623202.0,557.0,na,,Milin,G2387,smin gling rdzong,G1KR1872,,,,na,扎西绕登寺,扎绕寺/尕玛日扎绕登寺,Zhaxiraodeng si,na,Geluk,2.265775462,2.266,na,na,na,na,na,
G00JR692,茸贡寺; ri dgon/,32.41818,101.6338,zung chu rdzong /; 松潘县; shar khog,0101000020E61000001B0DE02D90685940AFEB17EC86354040,559.0,201.0,,茸贡寺,Rong gong si,茸安乡,Rongan xiang,Rong An Xiang,513231.0,阿坝县,Aba Xian,5132.0,Aba Zizhizhou,Sichuan,Aba_Lex_20120619,32.41818,101.6338,513231214.0,207.0,Rong dgon bkra shis lhun grub gling (Ki rti'i ma dgon),513231214.0,207.0,Rong dgon bkra shis lhun grub gling (Ki rti'i ma dgon bkra shis lhun grub gling),rong dgon bkra shis lhun grub gling (ki rti'i ma dgon),Rnga ba rdzong,G2331,rnga ba rdzong,G00JR692,,ri dgon bkra shis lhun grub gling,,,茸贡寺,,Rong gong si,1412,G,0.928,0.928,,,,,,
G1PD96127,bon po rgyud mkhar nang dgon pa/; mkhar nang dgon pa (bon po rgyud ),36.05451,101.95,化隆回族自治县; ba yan rdzong /,0101000020E6100000CCCCCCCCCC7C594008A7052FFA064240,61.0,2440.0,,文布具卡昂寺,wenbuju ka'ang si,康扬镇,Kangyang zhen,Kang Yang Zhen,632322.0,尖扎县,Jianzha Xian,6323.0,Huangnan Zizhizhou,Qinghai,Qinghai_Lex_20120621,36.05451,101.95,632322101.0,580.0,bon po rgyud mkhar nang dgon pa,632322101.0,170.0,bon po rgyud mkhar nang dgon pa,,na,G1695,gcan tsha rdzong,G1PD96127,,,,,文布具卡昂寺,,wenbuju ka'ang si,na,b,61.51953245,61.52,,,,,,
G1KR1791,blos btang dgon pa/; 洛当寺,31.5,79.6,rtsa mda' rdzong /; 札达县; Tsada County,0101000020E61000006666666666E653400000000000803F40,323.0,1791.0,,,,托林镇,Tuo Lin Zhen,Tuolin zhen,542522.0,札达县,Zhada Xian,5425.0,Ali Diqu,Xizang,Ali_Lex_20120619,31.5,79.6,542522100.0,34.0,blos btang dgon pa,542522100.0,34.0,blos btang dgon pa,blos btang dgon pa,rtswa mda' rdzong,G2152,rtsa mda' rdzong,G1KR1791,,,,,洛当寺,,na,1450,dge lugs,3.981668399,3.982,x,SAME,x,,,
G4632,bra 'or dgon/; 查乌寺,28.41942,92.35886,lhun rtse rdzong /; Lhuntse county; 隆子县,0101000020E6100000EDF5EE8FF7165740CE49EF1B5F6B3C40,1558.0,1487.0,,,Tragor,日当镇,Ridang zhen,Ri Dang Zhen,542231.0,隆子县,Longzi Xian,5422.0,Shannan Diqu,Xizang,U_gonpa_Lex_20120622,28.41942,92.35886,542231101.0,542231104.0,bra 'or dgon G4632,542231101.0,542231104.0,bra 'or dgon,,Lhuntse,G1990,lhun rtse rdzong,G4632,,,,Tragor,查乌寺,扎果寺,na,1050,Kadampa,7.246061765,7.246,1650,Gelug,x,x,,
G1KR2126,mthun sgril zi/; 团结寺,36.31504,102.85669,民和县; bka' ma log rdzong /,0101000020E6100000DA334B02D4B659404777103B53284240,637.0,2126.0,,团结寺,tuanjie si,川口镇,Chuankou zhen,Chuan Kou Zhen,632122.0,民和回族土族自治县,Minhe Hui-Tu Zizhixian,6321.0,Haidong Diqu,Qinghai,Qinghai_Lex_20120621,36.31504,102.85669,632122100.0,72.0,mthun sgril zi,632122100.0,83.0,mthun sgril zi,mthun sgril zi,na,G1PD95976,bka' ma log rdzong,G1KR2126,,,,,团结寺,,tuanjie si,1413,g,41.2597992,141.015,,,,,,
G3640,bro brdung /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G3641,'go tsha/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G3041,lo dgon pa/; 洛普寺,29.92658,91.60416,stag rtse rdzong /; 达孜县; Taktse county; lo phu shang (stag rtse rdzong),0101000020E61000004963B48EAAE65640B020CD5834ED3D40,1543.0,952.0,,,Lo,雪乡,Xue xiang,Xue Xiang,540126.0,达孜县,Dazi Xian,5401.0,Lhasa Shi,Xizang,U_gonpa_Lex_20120622,29.92658,91.60416,540126203.0,540126111.0,lo dgon pa,540126203.0,540126111.0,lo dgon pa,,Taktse,G1516,stag rtse rdzong,G3041,,,,Lo,洛普寺,洛寺,na,1150,Kadampa,8.746610688,8.747,x,x,x,x,,
G1KR1209,左古寺,30.56667,97.96667,brag g.yab rdzong /; 察雅县; Drakyap County,0101000020E61000008E01D9EBDD7D5840D39FFD4811913E40,1240.0,1207.0,,左古寺,Zuogu si,香堆镇,Xiangdui zhen,Xiang Dui Zhen,542126.0,察雅县,Chaya Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,30.56667,97.96667,542126102.0,79.0,,542126102.0,77.0,na,,Chaya,G2183,brag g.yab rdzong,G1KR1209,,,,na,学龙寺,,Xuelong si,na,Geluk,13.11412869,13.114,na,na,na,na,na,
G1KR320,jang nyang si (dgon); 江娘寺,28.41667,101.7,brgyad zil rdzong /; 九龙县,0101000020E6100000CDCCCCCCCC6C59406C3997E2AA6A3C40,317.0,320.0,,,Jiangniang,魁多乡,Kuiduo xiang,Kui Duo Xiang,513324.0,九龙县,Jiulong Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,28.41667,101.7,513324208.0,31.0,,513324208.0,31.0,,,Jiulong,G2311,brgyad zil rdzong,G1KR320,,,,na,江娘寺,,Jiangniang,na,dge lugs,85.2514919,85.251,,,,,,
G2416,吉彩寺; skyid tshal dgon pa/; Kyitsal,29.26388,90.48647,chu shur rdzong /; 曲水县; Chushur County,0101000020E61000000C1F1153229F56408711C2A38D433D40,2737.0,913.0,,,Kyitsal,茶巴拉乡,Chabala xiang,Cha Ba La Xiang,540124.0,曲水县,Qushui Xian,5401.0,Lhasa Shi,Xizang,U_gonpa_Lex_20120622,29.26388,90.48647,540124201.0,540124112.0,skyid tshal dgon,540124201.0,540124112.0,skyid tshal dgon,,Chushur,G2128,chu shur rdzong,G2416,,,,Kyitsal,吉彩寺,,na,1250,Sakya,4.266575646,4.267,x,x,x,x,,
G1KR1231,扎宗寺,30.56667,97.78333,brag g.yab rdzong /; 察雅县; Drakyap County,0101000020E610000072FE261422725840D39FFD4811913E40,1261.0,1232.0,,扎宗寺,Zazong si,荣周乡,Rongzhou xiang,Rong Zhou Xiang,542126.0,察雅县,Chaya Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,30.56667,97.78333,542126203.0,48.0,,542126203.0,49.0,na,,Chaya,G2183,brag g.yab rdzong,G1KR1231,,,,na,乃德寺,,Naide si,na,Geluk,13.84304121,13.843,na,na,na,na,na,
G1KR1154,瓦格寺; wa dge dgon/,31.280659,95.864033,steng chen rdzong /; Tengchen County; 丁青县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1909,ru sngun grwa tshang /,,,贵南县; mang ra rdzong /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR314,Ergou; er go si (dgon),28.91667,101.83334,brgyad zil rdzong /; 九龙县,0101000020E6100000B79C4B71557559406D3997E2AAEA3C40,2645.0,312.0,,,Muji,斜卡乡,Xieka xiang,Xie Ka Xiang,513324.0,九龙县,Jiulong Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,28.91667,101.83334,513324201.0,37.0,,513324201.0,37.0,,,Jiulong,G2311,brgyad zil rdzong,G1KR314,,,,na,木吉寺,,Muji,na,sa skya,7.574036204,7.574,,,,,,
G1PD96038,朱家寺; kru'i kya zi bkra shis dga' ldan bde skyid gling /,,,民和县; bka' ma log rdzong /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1905,塔秀寺; thar shul dgon/,35.45967,100.60137,贵南县; mang ra rdzong /,0101000020E6100000EAB298D87C265940E5797077D6BA4140,949.0,2618.0,,塔秀寺,taxiu si,茫拉琼托未批镇,Manglaqiongtuoweipi zhen,Mang La Qiong Tuo Wei Pi Zhen,632525.0,贵南县,Guinan Xian,6325.0,Hainan Zizhizhou,Qinghai,Qinghai_Lex_20120621,35.45967,100.60137,632525350.0,303.0,thar shul dgon rnam dag khrims ldan gling,632525350.0,369.0,thar shul dgon rnam dag khrims ldan gling,,na,G1812,mang ra rdzong,G1905,,,,,塔秀寺,塔秀清净具戒洲,taxiu si,1789,g,4.581691561,4.582,,,,,,
G4783,雄雄寺; zhong zhong dgon/,29.66667,89.13333,rnam gling rdzong /; 南木林县; Namling County; shangs/,0101000020E6100000D7648D7A884856406D3997E2AAAA3D40,1693.0,1516.0,,,Zhangzhong,,Nanmulin zhen,,542322.0,南木林县,Nanmulin Xian,5423.0,Xigazi Diqu,Xizang,Tsanggonpa_Lex_20120622,29.66667,89.13333,542322100.0,542322104.0,zhang zhong,542322100.0,542322104.0,zhang zhong,,Namling,G2171,rnam gling rdzong,G4783,,zhong zhong,,Zhangzhong,雄雄寺,香雄金刚座,na,1021,Kagyu,20.83072949,20.831,x,x,x,x,Chophel orthography = gzhong gzhong. TBRC lists zhong zhong as primary name.,
G2443,gsang sngags gling dgon/,,,chu shur rdzong /; 曲水县; Chushur County; tshal sne shang (chu shur rdzong),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1650,银南寺; ye na dgon/,31.85,98.45,sde dge rdzong /; 德格县; Derge County,0101000020E6100000CDCCCCCCCC9C58409A99999999D93F40,2517.0,511.0,,,lang zhong si,汪布顶乡,Wangbuding xiang,Wang Bu Ding Xiang,513330.0,德格县,Dege Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.85,98.45,513330206.0,149.0,lh 'brang dagon,513330206.0,149.0,lh 'brang dagon,,Derge,G1539,sde dge rdzong,G1650,,lha 'brang dgon,,na,拉仲寺,(la zhong si ?),lang zhong si,1650,rnying ma/,18.73594804,18.736,,,,,,
G1KR2449,昂让寺; ngang rong dgon/,35.85435,101.79258,gcan tsha rdzong /; 尖扎县,0101000020E6100000ADDD76A1B972594036AB3E575BED4140,849.0,2449.0,,昂让寺,angrang si,措周乡,Cuozhou xiang,Cuo Zhou Xiang,632322.0,尖扎县,Jianzha Xian,6323.0,Huangnan Zizhizhou,Qinghai,Qinghai_Lex_20120621,35.85435,101.79258,632322204.0,238.0,ngang rong bkra shis chos 'phel gling,632322204.0,611.0,ngang rong bkra shis chos 'phel gling,ngang rong bkra shis chos 'phel gling,na,G1695,gcan tsha rdzong,G1KR2449,,,,,昂让寺,俄让寺/阿绒寺,angrang si,1738,g,4.606596646,4.607,,,,,,
G1KR1240,珠寺,30.23333,98.0,brag g.yab rdzong /; 察雅县; Drakyap County,0101000020E61000000000000000805840FA2CCF83BB3B3E40,2762.0,1239.0,,白娘寺,Baijiang si,巴日乡,Bari xiang,Ba Ri Xiang,542126.0,察雅县,Chaya Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,30.23333,98.0,542126207.0,66.0,,542126207.0,66.0,na,,Chaya,G2183,brag g.yab rdzong,G1KR1240,,,,na,白江寺,,Baijiang si,na,Sakya,9.028879516,9.029,na,na,na,na,na,
G4668,pha nang so dgon pa/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR1178,ri dmar dgon/; 日玛噶桑林寺,31.595707,95.094381,steng chen rdzong /; Tengchen County; 丁青县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4149,则热寺; rtse ri dgon/,32.86666,97.41666,ser shul rdzong /; Seshul county; 石渠县,0101000020E61000004863B48EAA5A58402D6002B7EE6E4040,387.0,597.0,,,zhi ba si,真达乡,Zhenda xiang,Zhen Da Xiang,513332.0,石渠县,Shiqu Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.86666,97.41666,513332200.0,388.0,grua p dagon,513332200.0,388.0,grua p dagon,,Seshul,G2301,ser shul rdzong,G4149,,gru ba dgon,,na,志巴寺,,zhi ba si,1444,dge lugs/,8.648087692,8.648,,,,,,
G607,rtsed thang dgon/; 阿曲扎仓,29.24915,91.79376,rtsed thang /; sne gdong rdzong /; Nedong County; 乃东县,0101000020E6100000DF37BEF6CCF2564063CC5D4BC83F3D40,1673.0,1390.0,,,Ngacho Dratsang,泽当镇,Zedang zhen,Ze Dang Zhen,542221.0,乃东县,Naidong Xian,5422.0,Shannan Diqu,Xizang,U_gonpa_Lex_20120622,29.24915,91.79376,542221100.0,542221103.0,lnga mcod grwa tshang,542221100.0,542221103.0,lnga mcod grwa tshang,,Nedong,G1513,sne gdong rdzong,G607,,rtsed thang lnga mchod grwa tshang,,Ngacho Dratsang,阿曲扎仓,,na,1350,Kagyu,60.80371455,60.804,x,x,x,x,,
G1KR1855,吉日寺; dgyes ri dgon/,29.563807,94.490931,林芝县; nying khri rdzong /; Nyingtri county,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR1813,普日寺; phu ri dgon pa/,31.75,78.95,rtsa mda' rdzong /; 札达县; Tsada County,0101000020E6100000CDCCCCCCCCBC53400100000000C03F40,1459.0,1813.0,,,Phuri,底雅乡,Di Ya Xiang,Diya xiang,542522.0,札达县,Zhada Xian,5425.0,Ali Diqu,Xizang,Ali_Lex_20120619,31.75,78.95,542522202.0,7.0,phu ri dgon pa,542522202.0,7.0,phu ri dgon pa,phu ri dgon pa,rtswa mda' rdzong,G2152,rtsa mda' rdzong,G1KR1813,,,,Phuri,普日寺,,na,1050,gsang sngags gsar ma,6.614886803,6.615,1350,DRUGPA KAGYU,1650,,,
G470,bde chen dgon/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR793,滚思寺,28.58333,99.7,香格里拉县; Gyeltang County; sems kyi nyi zla rdzong /,0101000020E6100000CCCCCCCCCCEC584093C6681D55953C40,1174.0,793.0,,云登寺,Yundeng si,东旺乡,Dongwang xiang,Dong Wang Xiang,533421.0,中甸县,Zhongdian Xian,5334.0,Deqen Zizhizhou,Yunnan,Yunnan_Lex_20120622,28.58333,99.7,533421207.0,35.0,na,533421207.0,36.0,na,,Zhongdian,G1520,rgyal thang rdzong,G1KR793,,,,na,滚思寺,,Gunsi si,na,Geluk,2.269297539,2.269,,,,,Extant or Rebuilt,
G2678,阿乜寺; dpal chung a mye dgon/,33.18592,97.06322,称多县; khri 'du rdzong /,0101000020E6100000001DE6CB0B4458400FD6FF39CC974040,2386.0,2781.0,,阿乜寺,a-mie si,拉布乡,Labu xiang,La Bu Xiang,632723.0,称多县,Chengduo Xian,6327.0,Yushu Zizhizhou,Qinghai,Yu_gonpa_Lex_20120622,33.18592,97.06322,632723206.0,24.0,dpal chung a mye,632723206.0,24.0,dpal chung a mye,,na,G2325,khri 'du rdzong,G2678,,,,,阿乜寺,,a-mie si,1760,Nyingma,26.80565897,26.806,,,,,,
G3646,ha wag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G3779,'ba' seng khri chos grwa chen mo/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G169,jag rong thur chen dgon/,,,a mdo/; rong chen bzhi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR1230,布嘎寺,30.56667,97.78333,brag g.yab rdzong /; 察雅县; Drakyap County,0101000020E610000072FE261422725840D39FFD4811913E40,1260.0,1230.0,,泽穷寺,Zeqiong si,荣周乡,Rongzhou xiang,Rong Zhou Xiang,542126.0,察雅县,Chaya Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,30.56667,97.78333,542126203.0,46.0,,542126203.0,47.0,na,,Chaya,G2183,brag g.yab rdzong,G1KR1230,,,,na,布嘎寺,,Buga si,na,Geluk,13.84304121,13.843,na,na,na,na,na,
G1KR1276,拉日寺,29.83333,98.11667,左贡县; Zogang County; mdzo sgang rdzong /,0101000020E6100000289B72857747594093C6681D55D53D40,264.0,328.0,,,hei jin si,米龙乡,Milong xiang,Mi Long Xiang,513325.0,雅江县,Yajiang Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,29.83333,101.11667,513325204.0,501.0,Adu r dagon,513325204.0,501.0,Adu r dagon,a dur dgon ?,Yajiang,G2303,nyag chu rdzong,G1KR1276,,,,na,黑金寺,,hei jin si,1012,bon po/,10.49097776,10.491,,,,,,
G1KR222,mdzod ru dgon/; 若日寺,34.13115,103.05018,mdzod dge rdzong /; 若尔盖县,0101000020E610000072BA2C2636C35940696FF085C9104140,574.0,222.0,,若日寺 (见 州志 ) 在 宗教史要 中 � 无与此名字相应的寺庙,,崇尔乡,Chonger xiang,Chong Er Xiang,513232.0,若尔盖县,Ruo'ergai Xian,5132.0,Aba Zizhizhou,Sichuan,Aba_Lex_20120619,34.13115,103.05018,513232208.0,190.0,Mdzod ru dgon (Tshul lung dgon),513232208.0,190.0,Mdzod ru dgon (Tshul lung dgon),mdzod ru dgon (tshul lung dgon),mdzod dge rdzong,G299,mdzod dge rdzong,G1KR222,,,,,若日寺,,"?½????╗?,??????????",1460,G,10.42263797,10.423,,,,,,
G2884,Palme Do-ngak Shedrubling; dpal me mdo sngags bshad sgrub gling /,,,nang chen rdzong /; 囊谦县; Nangchen County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR1541,gling bu dgon/; 岭普寺,28.83333,89.78333,rgyal rtse rdzong /; 江孜县; Gyangtse county,0101000020E610000072FE26142272564093C6681D55D53C40,2299.0,1541.0,,,Lingbu,,Cheren xiang,,542323.0,江孜县,Jiangzi Xian,5423.0,Xigazi Diqu,Xizang,Tsanggonpa_Lex_20120622,28.83333,89.78333,542323215.0,542323103.0,gling bu,542323215.0,542323103.0,gling bu,gling bu,Gyangtse,G2175,rgyal rtse rdzong,G1KR1541,,,,Lingbu,岭普寺,林普寺,na,1930,Nyingma,5.228211429,5.228,x,x,x,x,Gyelpo says founded in 1930,
G4008,'ba' lha ri dgon/; 哈然寺,29.2,99.15,'ba' thang rdzong /; Batang county; 巴塘县,0101000020E61000009A99999999C958403233333333333D40,2611.0,705.0,,,ha ran si,中心绒乡,Zhongxinrong xiang,Zhong Xin Rong Xiang,513335.0,巴塘县,Batang Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,29.2,99.15,513335203.0,71.0,lh ri dagon,513335203.0,71.0,lh ri dagon,,Batang,G2305,ba' thang rdzong,G4008,,lha ri dgon,,na,哈然寺,,ha ran si,1779,rnying ma/,7.296074712,7.296,,,,,,
G2KG208038,phur bzlog dgon pa/; phurdogkha temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4097,smin grol dgon pa/; 米珠寺,30.35,101.0,nyag chu rdzong /; 雅江县; Nyakchu county,0101000020E610000000000000004059409A99999999593E40,2432.0,344.0,,,mi zhu si,瓦多乡,Waduo xiang,Wa Duo Xiang,513325.0,雅江县,Yajiang Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,30.35,101.0,513325214.0,498.0,smian groal dagon,513325214.0,498.0,smian groal dagon,,Yajiang,G2303,nyag chu rdzong,G4097,,smin grol dgon pa,,na,米珠寺,,mi zhu si,1392,rnying ma/,1.917177914,1.917,,,,,,
G2KR39,bkra shis chos 'khor gling /; Dashchoinkhorlin khiid; Dashchoinkhorlin khiid,48.00795,106.9365667,Ulaanbaatar; 乌兰巴托; u lan dpa' thul/; Улаанбаатар,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR93,pha bla dgon/; 帕拉寺,31.92528,102.10875,马尔康县; Barkham County; 'bar khams rdzong /,0101000020E6100000295C8FC2F586594093A46B26DFEC3F40,1838.0,93.0,,巴拉寺,Pa la si,松岗乡,Songgang xiang,Song Gang Xiang,513229.0,马尔康县,Ma'erkang Xian,5132.0,Aba Zizhizhou,Sichuan,Aba_Lex_20120619,31.92528,102.10875,513229202.0,33.0,Pha bla dgon (Pha bla grong ba dpal dgon),513229202.0,33.0,Pha bla dgon (Pha bla grong ba dpal dgon),pha bla dgon (pha bla grong ba dpal dgon),"""bar khams rdzong",G2330,bar khams rdzong,G1KR93,,,,,帕拉寺,,Pa la si,,N,44.60524359,44.605,,,,,,
G1AG108,khwa char dgon/,,,spu rang /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR2588,rgyas bza' lde'u tsa'i dgon gsar/; 吉扎寺,35.24823,99.70662,兴海县; rtsi gor thang rdzong /,0101000020E6100000C5AC174339ED58406BF12900C69F4140,923.0,2588.0,,吉扎寺,jizha si,温泉乡,Wenquan xiang,Wen Quan Xiang,632524.0,兴海县,Xinghai Xian,6325.0,Hainan Zizhizhou,Qinghai,Qinghai_Lex_20120621,35.24823,99.70662,632524201.0,480.0,rgyas bza' lde'u tsa'i dgon gsar,632524201.0,405.0,rgyas bza' lde'u tsa'i dgon gsar,rgyas bza' lde'u tsa'i dgon gsar,na,G2318,rtsi gor thang rdzong,G1KR2588,,,,,吉扎寺,吉萨寺,jizha si,1938,g,1.833994183,1.834,,,,,,
G2AG22,Draksum Puri; brag gsum spu ri'i dgon pa/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2GS1296,chos khri thang /,,,Lhorong county; 洛隆县; lho rong rdzong /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G3508,gong dkar bshad sgrub gling /; 夏珠林寺,29.26475,90.81075,gong dkar rdzong /; Gongkar county; 贡嘎县,0101000020E6100000D8CEF753E3B35640B19DEFA7C6433D40,1014.0,1436.0,,,Gongkar Shedrubling,岗堆镇,Gangdui zhen,Gang Dui Zhen,542223.0,贡嘎县,Gongga Xian,5422.0,Shannan Diqu,Xizang,U_gonpa_Lex_20120622,29.26475,90.81075,542223103.0,542223102.0,gong dkar bshad sgrub gling G3508,542223103.0,542223102.0,gong dkar bshad sgrub gling,,Gongkar,G2135,gong dkar rdzong,G3508,,,,Gongkar Shedrubling,夏珠林寺,贡嘎夏珠林寺,na,1650,Gelug,11.1823468,11.182,x,x,x,x,,
G2591,嘎巴寺; sga pa dgon/,33.47127,96.65363,yul shul rdzong /; 玉树县,0101000020E6100000CF6BEC12D5295840FFCA4A9352BC4040,1763.0,2731.0,,嘎巴寺,ga-ba si,安冲乡,Anchong xiang,An Chong Xiang,632721.0,玉树县,Yushu Xian,6327.0,Yushu Zizhizhou,Qinghai,Yu_gonpa_Lex_20120622,33.47127,96.65363,632721207.0,42.0,sga pa dgon pa,632721207.0,42.0,sga pa dgon pa,,na,G2326,yul shul rdzong,G2591,,,,,嘎巴寺,,ga-ba si,1591,Karma,21.45639401,21.456,,,,,,
G1KR322,嘉巴寺; ja pa si (dgon),28.41667,101.7,brgyad zil rdzong /; 九龙县,0101000020E6100000CDCCCCCCCC6C59406C3997E2AA6A3C40,319.0,322.0,,,Jiaba,魁多乡,Kuiduo xiang,Kui Duo Xiang,513324.0,九龙县,Jiulong Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,28.41667,101.7,513324208.0,33.0,,513324208.0,33.0,,,Jiulong,G2311,brgyad zil rdzong,G1KR322,,,,na,嘉巴寺,,Jiaba,na,dge lugs,85.2514919,85.251,,,,,,
G4181,gtam shul tsher ma lung /,,,gtam shul/; lho brag rdzong /; 洛扎县; Lhodrag county,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G3647,dpal ldan byams 'byor/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR1032,夏吉寺,31.88333,98.05,Joda County; 'jo mda' rdzong /; 江达县,0101000020E61000003333333333835840609335EA21E23F40,1631.0,1035.0,,地普寺,Dipu si,德登乡,Dedeng xiang,De Deng Xiang,542122.0,江达县,Jiangda Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,31.88333,98.05,542122205.0,361.0,,542122205.0,361.0,na,,Jiangda,G2376,jo mda' rdzong,G1KR1032,,,,na,地普寺,,Dipu si,na,Kagyu,6.678036452,6.678,na,na,na,na,na,
G1PD96036,win kya zi bkra shis chos 'phel gling /; 文家寺,,,民和县; bka' ma log rdzong /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2821,sne gdong rtse tshogs pa/; 孜措巴寺,29.22846,91.7848,sne gdong rdzong /; Nedong County; 乃东县,0101000020E6100000A779C7293AF25640B471C45A7C3A3D40,2772.0,1386.0,,,Nedong Tse Chokpa,泽当镇,Zedang zhen,Ze Dang Zhen,542221.0,乃东县,Naidong Xian,5422.0,Shannan Diqu,Xizang,U_gonpa_Lex_20120622,29.22846,91.7848,542221100.0,542221106.0,sne gdong rtse tshogs pa,542221100.0,542221106.0,sne gdong rtse tshogs pa,,Nedong,G1513,sne gdong rdzong,G2821,,,,Nedong Tse Chokpa,孜措巴寺,乃东孜措巴,na,1250,Sakya,60.80371455,60.804,x,x,x,x,one of 4 Tsokpa Shis of Sakyasri,
G1KR812,bkra shis dar rgyas gling /; 寿国寺,27.6,99.01667,Balung County; 'ba' lung rdzong /; 维西县,0101000020E6100000C2340C1F11C158409A99999999993B40,1597.0,812.0,,寿国寺,Shouguo si,康普乡,Kangpu xiang,Kang Pu Xiang,533423.0,维西傈僳族自治县,Weixi Autonomous Xian,5334.0,Deqen Zizhizhou,Yunnan,Yunnan_Lex_20120622,27.6,99.01667,533423203.0,18.0,na,533423203.0,18.0,na,,Weixi,G1523,ba' lung rdzong,G1KR812,,,,na,寿国寺,康普寿国寺,Shouguo si,1734,Kagyu,1.695489997,1.695,,,,,Extant or Rebuilt,
